,Company Name,Industry,Symbol,Series,ISIN Code,company_brief
230,IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024,"IIFL Finance is a diversified Indian NBFC offering various loans and financial services, signifying its market presence through a wide network and offerings. Investors might consider its diversified portfolio and financial inclusion focus, but should note concerns like low interest coverage, negative profit growth, and past RBI actions on gold loans."
231,INOX India Ltd.,Capital Goods,INOXINDIA,EQ,INE616N01034,"INOX India manufactures cryogenic equipment for industrial gases, LNG, and scientific applications. It’s a market leader driven by clean energy demand, but faces risks like customer concentration and raw material volatility."
232,IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022,"IRB Infrastructure Developers constructs and operates roads via BOT/TOT/HAM models, notable as India's largest road BOT operator. Invest for asset monetization and growth; consider high debt, pledged shares, declining ROCE, and recent negative financial results."
233,IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021,"IRCON, a Navratna PSU, constructs railways, highways, and metros globally. Government backing and strong order book appeal, but slow revenue, negative cash flow, and reduced promoter stake are concerns."
234,ITC Hotels Ltd.,Consumer Services,ITCHOTELS,EQ,INE379A01028,"ITC Hotels, a leading Indian hospitality chain known for luxury and sustainability, is poised for growth in India's tourism sector. Investment appeal includes strong brand, asset-light expansion, and a debt-free balance sheet. However, cyclical industry risks, intense competition, and current valuation pose potential downsides."
235,ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025,"ITC is a diversified Indian conglomerate, prominent in FMCG (cigarettes, staples), paperboards, and agri-business. Strong dividends and diversification are pros. Cons include heavy cigarette dependence, regulatory risks, and historically slow stock growth."
236,ITI Ltd.,Telecommunication,ITI,EQ,INE248A01017,"ITI Ltd., a PSU, manufactures telecom and defense equipment for government. Its strong order book and state backing are positives. However, high valuations, consistent losses, and poor returns on equity make it a speculative investment."
237,Indegene Ltd.,Healthcare,INDGN,EQ,INE065X01017,"Indegene offers digital commercialization services to global life sciences firms, leveraging strong client relationships and technology to optimize drug development and marketing. Invest for its position in a growing sector and robust financials; however, risks include client concentration, intense competition, and industry-specific headwinds."
238,India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012,"India Cements, a prominent South Indian cement manufacturer and UltraTech subsidiary, produces cement and related products. Despite its strong regional market share and historical outperformance, concerns exist regarding poor sales growth, low ROE, increasing debt, and sector-wide price pressures, presenting a mixed investment."
239,Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016,"IndiaMART InterMESH Ltd. is India's largest B2B online marketplace, connecting buyers and suppliers via a subscription model. Its dominant market share and growth potential from SME digitization attract investors, but slowing paid user additions, past stock underperformance, and regulatory risks are concerns."
240,Indian Bank,Financial Services,INDIANB,EQ,INE562A01011,"Indian Bank, a nationalized public sector bank established in 1907 and headquartered in Chennai, offers diverse banking and financial services including retail, corporate, and agricultural loans, deposits, and digital services. As the seventh-largest public sector bank in India, it holds significant market presence. Investors might consider its consistent profit growth, healthy dividend payout, improving asset quality, strong institutional holdings, and robust financial performance, with notable returns over various periods. However, potential drawbacks include contingent liabilities and a relatively low interest coverage ratio.Indian Bank, a public sector bank headquartered in Chennai, provides diverse banking and financial services including retail, corporate, and agricultural loans, deposits, and digital offerings. As India's seventh-largest public sector bank, it holds significant market position. Investment appeal lies in consistent profit growth, healthy dividend payouts, improved asset quality, strong institutional holdings, and robust financial performance, while potential concerns include contingent liabilities and a lower interest coverage ratio."
241,Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020,"Indian Energy Exchange is India's dominant electronic power exchange for electricity trading. It benefits from rising energy demand and exchange-traded volumes, but faces significant regulatory risks from market coupling, threatening its market share and pricing power, along with recent insider trading concerns."
242,Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029,"Indian Hotels Co. Ltd. (IHCL) is India's largest hospitality company, operating diverse brands like Taj and Ginger globally. Investors are drawn to its strong brand, robust growth, and expansion plans, but high valuations, intense competition, and macroeconomic sensitivities present risks."
243,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010,"Indian Oil Corporation (IOC) is India's largest integrated oil refiner and marketer, spanning the hydrocarbon value chain. Its market dominance and government support offer stability and dividend income. However, crude price volatility, exchange rates, and regulatory risks pose significant investment concerns."
244,Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014,"Indian Overseas Bank (IOB) is a state-owned Indian bank offering diverse financial services globally. Its government backing and growth prospects attract investors, but high valuation, low ROE, and significant contingent liabilities present risks."
245,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020,"Indian Railway Catering And Tourism Corporation Ltd (IRCTC) monopolizes online rail ticketing, catering, and tourism services for Indian Railways. Its robust business model, government backing, and stable cash flows are positives for investment. However, regulatory risks, potential government interventions, and competition in tourism pose investment concerns."
246,Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010,"Indian Railway Finance Corporation (IRFC) finances Indian Railways' rolling stock and infrastructure, benefiting from government backing and a near-monopoly. Invest for stable, low-risk returns tied to railway growth; however, high government ownership risks potential Offer For Sale."
247,Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016,"Indian Renewable Energy Development Agency (IREDA) is a government-owned ""Navratna"" Non-Banking Financial Company (NBFC) that specializes in financing and promoting renewable energy and energy efficiency projects across India. It plays a crucial role in India's green energy transition, offering various financial products and services from project conceptualization to post-commissioning. Investment appeal stems from its market leadership in green financing, strong government backing, and the high growth potential of the renewable energy sector. However, its singular focus on renewable energy exposes it to concentration risk and potential susceptibility to policy shifts or industry-specific challenges, alongside sometimes high valuations."
248,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027,"Indraprastha Gas Ltd (IGL) distributes CNG and PNG primarily in Delhi NCR, holding significant market dominance in city gas distribution. Invest for strong financials, exclusive supply rights, and cleaner energy demand; however, regulatory risks from reduced subsidized gas, rising LNG costs, and EV adoption pose concerns."
249,Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017,"Indus Towers, India's largest telecom tower company, provides crucial 5G infrastructure. Investment appeal lies in market leadership and growing data demand. However, high receivables from financially stressed clients like Vodafone Idea and ongoing litigations pose significant risks."
